,song,surprise,Album,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Unnamed: 0,venue_name,state,date,names
265,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,3.0,Ford Field,Michigan,2023-06-09,tolerate it
266,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,4.0,Soldier Field,Illinois,2023-06-04,tolerate it
267,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,5.0,Soldier Field,Illinois,2023-06-03,tolerate it
268,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,6.0,Soldier Field,Illinois,2023-06-02,tolerate it
269,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,7.0,MetLife Stadium,New Jersey,2023-05-28,tolerate it
270,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,8.0,MetLife Stadium,New Jersey,2023-05-27,tolerate it
271,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,9.0,MetLife Stadium,New Jersey,2023-05-26,tolerate it
272,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,10.0,Gillette Stadium,Massachusetts,2023-05-21,tolerate it
273,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,11.0,Gillette Stadium,Massachusetts,2023-05-20,tolerate it
274,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,12.0,Gillette Stadium,Massachusetts,2023-05-19,tolerate it
275,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,13.0,Lincoln Financial Field,Pennsylvania,2023-05-14,tolerate it
276,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,14.0,Lincoln Financial Field,Pennsylvania,2023-05-13,tolerate it
277,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,15.0,Lincoln Financial Field,Pennsylvania,2023-05-12,tolerate it
278,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,16.0,Nissan Stadium,Tennessee,2023-05-07,tolerate it
279,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,17.0,Nissan Stadium,Tennessee,2023-05-06,tolerate it
280,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,18.0,Nissan Stadium,Tennessee,2023-05-05,tolerate it
281,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,19.0,Mercedes-Benz Stadium,Georgia,2023-04-30,tolerate it
282,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,0.0,Mercedes-Benz Stadium,Georgia,2023-04-29,tolerate it
283,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,1.0,Mercedes-Benz Stadium,Georgia,2023-04-28,tolerate it
284,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,2.0,NRG Stadium,Texas,2023-04-23,tolerate it
285,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,3.0,NRG Stadium,Texas,2023-04-22,tolerate it
286,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,4.0,NRG Stadium,Texas,2023-04-21,tolerate it
287,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,5.0,Raymond James Stadium,Florida,2023-04-15,tolerate it
288,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,6.0,Raymond James Stadium,Florida,2023-04-14,tolerate it
289,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,7.0,Raymond James Stadium,Florida,2023-04-13,tolerate it
290,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,8.0,AT&T Stadium,Texas,2023-04-02,tolerate it
291,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,9.0,AT&T Stadium,Texas,2023-04-01,tolerate it
292,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,10.0,AT&T Stadium,Texas,2023-03-31,tolerate it
293,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,11.0,Allegiant Stadium,Nevada,2023-03-25,tolerate it
294,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,12.0,Allegiant Stadium,Nevada,2023-03-24,tolerate it
295,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,13.0,State Farm Stadium,Arizona,2023-03-18,tolerate it
296,tolerate it,normal song,evermore (deluxe version),0.316,0.361,9.0,-10.381,1.0,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,72.0,14.0,State Farm Stadium,Arizona,2023-03-17,tolerate it
297,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,2.0,SoFi Stadium,California,2023-08-09,cardigan
298,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,3.0,SoFi Stadium,California,2023-08-08,cardigan
299,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,4.0,SoFi Stadium,California,2023-08-07,cardigan
300,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,5.0,SoFi Stadium,California,2023-08-05,cardigan
301,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,6.0,SoFi Stadium,California,2023-08-04,cardigan
302,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,7.0,SoFi Stadium,California,2023-08-03,cardigan
303,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,8.0,Levi's Stadium,California,2023-07-29,cardigan
304,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,9.0,Levi's Stadium,California,2023-07-28,cardigan
305,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,10.0,Lumen Field,Washington,2023-07-23,cardigan
306,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,11.0,Lumen Field,Washington,2023-07-22,cardigan
307,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,12.0,Empower Field at Mile High,Colorado,2023-07-15,cardigan
308,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,13.0,Empower Field at Mile High,Colorado,2023-07-14,cardigan
309,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,14.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-08,cardigan
310,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,15.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-07,cardigan
311,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,16.0,Paycor Stadium,Ohio,2023-07-01,cardigan
312,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,17.0,Paycor Stadium,Ohio,2023-06-30,cardigan
313,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,18.0,U.S. Bank Stadium,Minnesota,2023-06-24,cardigan
314,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,19.0,U.S. Bank Stadium,Minnesota,2023-06-23,cardigan
315,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,0.0,Acrisure Stadium,Pennsylvania,2023-06-17,cardigan
316,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,1.0,Acrisure Stadium,Pennsylvania,2023-06-16,cardigan
317,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,2.0,Ford Field,Michigan,2023-06-10,cardigan
318,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,3.0,Ford Field,Michigan,2023-06-09,cardigan
319,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,4.0,Soldier Field,Illinois,2023-06-04,cardigan
320,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,5.0,Soldier Field,Illinois,2023-06-03,cardigan
321,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,6.0,Soldier Field,Illinois,2023-06-02,cardigan
322,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,7.0,MetLife Stadium,New Jersey,2023-05-28,cardigan
323,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,8.0,MetLife Stadium,New Jersey,2023-05-27,cardigan
324,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,9.0,MetLife Stadium,New Jersey,2023-05-26,cardigan
325,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,10.0,Gillette Stadium,Massachusetts,2023-05-21,cardigan
326,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,11.0,Gillette Stadium,Massachusetts,2023-05-20,cardigan
327,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,12.0,Gillette Stadium,Massachusetts,2023-05-19,cardigan
328,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,13.0,Lincoln Financial Field,Pennsylvania,2023-05-14,cardigan
329,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,14.0,Lincoln Financial Field,Pennsylvania,2023-05-13,cardigan
330,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,15.0,Lincoln Financial Field,Pennsylvania,2023-05-12,cardigan
331,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,16.0,Nissan Stadium,Tennessee,2023-05-07,cardigan
332,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,17.0,Nissan Stadium,Tennessee,2023-05-06,cardigan
333,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,18.0,Nissan Stadium,Tennessee,2023-05-05,cardigan
334,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,19.0,Mercedes-Benz Stadium,Georgia,2023-04-30,cardigan
335,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,0.0,Mercedes-Benz Stadium,Georgia,2023-04-29,cardigan
336,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,1.0,Mercedes-Benz Stadium,Georgia,2023-04-28,cardigan
337,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,2.0,NRG Stadium,Texas,2023-04-23,cardigan
338,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,3.0,NRG Stadium,Texas,2023-04-22,cardigan
339,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,4.0,NRG Stadium,Texas,2023-04-21,cardigan
340,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,5.0,Raymond James Stadium,Florida,2023-04-15,cardigan
341,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,6.0,Raymond James Stadium,Florida,2023-04-14,cardigan
342,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,7.0,Raymond James Stadium,Florida,2023-04-13,cardigan
343,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,8.0,AT&T Stadium,Texas,2023-04-02,cardigan
344,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,9.0,AT&T Stadium,Texas,2023-04-01,cardigan
345,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,10.0,AT&T Stadium,Texas,2023-03-31,cardigan
346,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,11.0,Allegiant Stadium,Nevada,2023-03-25,cardigan
347,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,12.0,Allegiant Stadium,Nevada,2023-03-24,cardigan
348,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,13.0,State Farm Stadium,Arizona,2023-03-18,cardigan
349,cardigan,normal song,folklore (deluxe version),0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,76.0,14.0,State Farm Stadium,Arizona,2023-03-17,cardigan
350,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,2.0,SoFi Stadium,California,2023-08-09,vigilante shit
351,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,3.0,SoFi Stadium,California,2023-08-08,vigilante shit
352,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,4.0,SoFi Stadium,California,2023-08-07,vigilante shit
353,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,5.0,SoFi Stadium,California,2023-08-05,vigilante shit
354,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,6.0,SoFi Stadium,California,2023-08-04,vigilante shit
355,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,7.0,SoFi Stadium,California,2023-08-03,vigilante shit
356,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,8.0,Levi's Stadium,California,2023-07-29,vigilante shit
357,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,9.0,Levi's Stadium,California,2023-07-28,vigilante shit
358,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,10.0,Lumen Field,Washington,2023-07-23,vigilante shit
359,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,11.0,Lumen Field,Washington,2023-07-22,vigilante shit
360,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,12.0,Empower Field at Mile High,Colorado,2023-07-15,vigilante shit
361,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,13.0,Empower Field at Mile High,Colorado,2023-07-14,vigilante shit
362,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,14.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-08,vigilante shit
363,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,15.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-07,vigilante shit
364,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,16.0,Paycor Stadium,Ohio,2023-07-01,vigilante shit
365,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,17.0,Paycor Stadium,Ohio,2023-06-30,vigilante shit
366,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,18.0,U.S. Bank Stadium,Minnesota,2023-06-24,vigilante shit
367,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,19.0,U.S. Bank Stadium,Minnesota,2023-06-23,vigilante shit
368,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,0.0,Acrisure Stadium,Pennsylvania,2023-06-17,vigilante shit
369,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,1.0,Acrisure Stadium,Pennsylvania,2023-06-16,vigilante shit
370,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,2.0,Ford Field,Michigan,2023-06-10,vigilante shit
371,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,3.0,Ford Field,Michigan,2023-06-09,vigilante shit
372,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,4.0,Soldier Field,Illinois,2023-06-04,vigilante shit
373,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,5.0,Soldier Field,Illinois,2023-06-03,vigilante shit
374,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,6.0,Soldier Field,Illinois,2023-06-02,vigilante shit
375,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,7.0,MetLife Stadium,New Jersey,2023-05-28,vigilante shit
376,vigilante shit,normal song,Midnights (The Til Dawn Edition),0.867,0.272,4.0,-11.014,0.0,0.363,0.157,3.42e-05,0.118,0.157,79.962,67.0,8.0,MetLife Stadium,New Jersey,2023-05-27,vigilante shit
