,song,surprise,Album,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Unnamed: 0,venue_name,state,date,names
1808,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,9.0,MetLife Stadium,New Jersey,2023-05-26,love story
1809,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,10.0,Gillette Stadium,Massachusetts,2023-05-21,love story
1810,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,11.0,Gillette Stadium,Massachusetts,2023-05-20,love story
1811,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,12.0,Gillette Stadium,Massachusetts,2023-05-19,love story
1812,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,13.0,Lincoln Financial Field,Pennsylvania,2023-05-14,love story
1813,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,14.0,Lincoln Financial Field,Pennsylvania,2023-05-13,love story
1814,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,15.0,Lincoln Financial Field,Pennsylvania,2023-05-12,love story
1815,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,16.0,Nissan Stadium,Tennessee,2023-05-07,love story
1816,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,17.0,Nissan Stadium,Tennessee,2023-05-06,love story
1817,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,18.0,Nissan Stadium,Tennessee,2023-05-05,love story
1818,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,19.0,Mercedes-Benz Stadium,Georgia,2023-04-30,love story
1819,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,0.0,Mercedes-Benz Stadium,Georgia,2023-04-29,love story
1820,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,1.0,Mercedes-Benz Stadium,Georgia,2023-04-28,love story
1821,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,2.0,NRG Stadium,Texas,2023-04-23,love story
1822,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,3.0,NRG Stadium,Texas,2023-04-22,love story
1823,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,4.0,NRG Stadium,Texas,2023-04-21,love story
1824,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,5.0,Raymond James Stadium,Florida,2023-04-15,love story
1825,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,6.0,Raymond James Stadium,Florida,2023-04-14,love story
1826,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,7.0,Raymond James Stadium,Florida,2023-04-13,love story
1827,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,8.0,AT&T Stadium,Texas,2023-04-02,love story
1828,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,9.0,AT&T Stadium,Texas,2023-04-01,love story
1829,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,10.0,AT&T Stadium,Texas,2023-03-31,love story
1830,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,11.0,Allegiant Stadium,Nevada,2023-03-25,love story
1831,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,12.0,Allegiant Stadium,Nevada,2023-03-24,love story
1832,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,13.0,State Farm Stadium,Arizona,2023-03-18,love story
1833,love story,normal song,Fearless (Taylor's Version),0.627,0.792,2.0,-4.311,1.0,0.031,0.13,3.97e-06,0.0845,0.415,119.054,82.0,14.0,State Farm Stadium,Arizona,2023-03-17,love story
1834,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,2.0,SoFi Stadium,California,2023-08-09,style
1835,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,3.0,SoFi Stadium,California,2023-08-08,style
1836,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,4.0,SoFi Stadium,California,2023-08-07,style
1837,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,5.0,SoFi Stadium,California,2023-08-05,style
1838,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,6.0,SoFi Stadium,California,2023-08-04,style
1839,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,7.0,SoFi Stadium,California,2023-08-03,style
1840,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,8.0,Levi's Stadium,California,2023-07-29,style
1841,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,9.0,Levi's Stadium,California,2023-07-28,style
1842,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,10.0,Lumen Field,Washington,2023-07-23,style
1843,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,11.0,Lumen Field,Washington,2023-07-22,style
1844,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,12.0,Empower Field at Mile High,Colorado,2023-07-15,style
1845,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,13.0,Empower Field at Mile High,Colorado,2023-07-14,style
1846,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,14.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-08,style
1847,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,15.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-07,style
1848,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,16.0,Paycor Stadium,Ohio,2023-07-01,style
1849,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,17.0,Paycor Stadium,Ohio,2023-06-30,style
1850,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,18.0,U.S. Bank Stadium,Minnesota,2023-06-24,style
1851,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,19.0,U.S. Bank Stadium,Minnesota,2023-06-23,style
1852,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,0.0,Acrisure Stadium,Pennsylvania,2023-06-17,style
1853,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,1.0,Acrisure Stadium,Pennsylvania,2023-06-16,style
1854,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,2.0,Ford Field,Michigan,2023-06-10,style
1855,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,3.0,Ford Field,Michigan,2023-06-09,style
1856,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,4.0,Soldier Field,Illinois,2023-06-04,style
1857,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,5.0,Soldier Field,Illinois,2023-06-03,style
1858,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,6.0,Soldier Field,Illinois,2023-06-02,style
1859,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,7.0,MetLife Stadium,New Jersey,2023-05-28,style
1860,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,8.0,MetLife Stadium,New Jersey,2023-05-27,style
1861,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,9.0,MetLife Stadium,New Jersey,2023-05-26,style
1862,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,10.0,Gillette Stadium,Massachusetts,2023-05-21,style
1863,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,11.0,Gillette Stadium,Massachusetts,2023-05-20,style
1864,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,12.0,Gillette Stadium,Massachusetts,2023-05-19,style
1865,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,13.0,Lincoln Financial Field,Pennsylvania,2023-05-14,style
1866,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,14.0,Lincoln Financial Field,Pennsylvania,2023-05-13,style
1867,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,15.0,Lincoln Financial Field,Pennsylvania,2023-05-12,style
1868,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,16.0,Nissan Stadium,Tennessee,2023-05-07,style
1869,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,17.0,Nissan Stadium,Tennessee,2023-05-06,style
1870,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,18.0,Nissan Stadium,Tennessee,2023-05-05,style
1871,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,19.0,Mercedes-Benz Stadium,Georgia,2023-04-30,style
1872,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,0.0,Mercedes-Benz Stadium,Georgia,2023-04-29,style
1873,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,1.0,Mercedes-Benz Stadium,Georgia,2023-04-28,style
1874,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,2.0,NRG Stadium,Texas,2023-04-23,style
1875,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,3.0,NRG Stadium,Texas,2023-04-22,style
1876,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,4.0,NRG Stadium,Texas,2023-04-21,style
1877,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,5.0,Raymond James Stadium,Florida,2023-04-15,style
1878,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,6.0,Raymond James Stadium,Florida,2023-04-14,style
1879,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,7.0,Raymond James Stadium,Florida,2023-04-13,style
1880,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,8.0,AT&T Stadium,Texas,2023-04-02,style
1881,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,9.0,AT&T Stadium,Texas,2023-04-01,style
1882,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,10.0,AT&T Stadium,Texas,2023-03-31,style
1883,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,11.0,Allegiant Stadium,Nevada,2023-03-25,style
1884,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,12.0,Allegiant Stadium,Nevada,2023-03-24,style
1885,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,13.0,State Farm Stadium,Arizona,2023-03-18,style
1886,style,normal song,1989 (Deluxe),0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,91.0,14.0,State Farm Stadium,Arizona,2023-03-17,style
1887,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,2.0,SoFi Stadium,California,2023-08-09,the archer
1888,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,3.0,SoFi Stadium,California,2023-08-08,the archer
1889,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,4.0,SoFi Stadium,California,2023-08-07,the archer
1890,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,5.0,SoFi Stadium,California,2023-08-05,the archer
1891,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,6.0,SoFi Stadium,California,2023-08-04,the archer
1892,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,7.0,SoFi Stadium,California,2023-08-03,the archer
1893,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,8.0,Levi's Stadium,California,2023-07-29,the archer
1894,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,9.0,Levi's Stadium,California,2023-07-28,the archer
1895,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,10.0,Lumen Field,Washington,2023-07-23,the archer
1896,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,11.0,Lumen Field,Washington,2023-07-22,the archer
1897,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,12.0,Empower Field at Mile High,Colorado,2023-07-15,the archer
1898,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,13.0,Empower Field at Mile High,Colorado,2023-07-14,the archer
1899,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,14.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-08,the archer
1900,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,15.0,GEHA Field at Arrowhead Stadium,Missouri,2023-07-07,the archer
1901,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,16.0,Paycor Stadium,Ohio,2023-07-01,the archer
1902,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,17.0,Paycor Stadium,Ohio,2023-06-30,the archer
1903,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,18.0,U.S. Bank Stadium,Minnesota,2023-06-24,the archer
1904,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,19.0,U.S. Bank Stadium,Minnesota,2023-06-23,the archer
1905,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,0.0,Acrisure Stadium,Pennsylvania,2023-06-17,the archer
1906,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,1.0,Acrisure Stadium,Pennsylvania,2023-06-16,the archer
1907,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,2.0,Ford Field,Michigan,2023-06-10,the archer
1908,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,3.0,Ford Field,Michigan,2023-06-09,the archer
1909,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,4.0,Soldier Field,Illinois,2023-06-04,the archer
1910,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,5.0,Soldier Field,Illinois,2023-06-03,the archer
1911,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,6.0,Soldier Field,Illinois,2023-06-02,the archer
1912,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,7.0,MetLife Stadium,New Jersey,2023-05-28,the archer
1913,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,8.0,MetLife Stadium,New Jersey,2023-05-27,the archer
1914,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,9.0,MetLife Stadium,New Jersey,2023-05-26,the archer
1915,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,10.0,Gillette Stadium,Massachusetts,2023-05-21,the archer
1916,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,11.0,Gillette Stadium,Massachusetts,2023-05-20,the archer
1917,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,12.0,Gillette Stadium,Massachusetts,2023-05-19,the archer
1918,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,13.0,Lincoln Financial Field,Pennsylvania,2023-05-14,the archer
1919,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,14.0,Lincoln Financial Field,Pennsylvania,2023-05-13,the archer
1920,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,15.0,Lincoln Financial Field,Pennsylvania,2023-05-12,the archer
1921,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,16.0,Nissan Stadium,Tennessee,2023-05-07,the archer
1922,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,17.0,Nissan Stadium,Tennessee,2023-05-06,the archer
1923,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,18.0,Nissan Stadium,Tennessee,2023-05-05,the archer
1924,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,19.0,Mercedes-Benz Stadium,Georgia,2023-04-30,the archer
1925,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,0.0,Mercedes-Benz Stadium,Georgia,2023-04-29,the archer
1926,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,1.0,Mercedes-Benz Stadium,Georgia,2023-04-28,the archer
1927,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,2.0,NRG Stadium,Texas,2023-04-23,the archer
1928,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,3.0,NRG Stadium,Texas,2023-04-22,the archer
1929,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,4.0,NRG Stadium,Texas,2023-04-21,the archer
1930,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,5.0,Raymond James Stadium,Florida,2023-04-15,the archer
1931,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,6.0,Raymond James Stadium,Florida,2023-04-14,the archer
1932,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,7.0,Raymond James Stadium,Florida,2023-04-13,the archer
1933,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,8.0,AT&T Stadium,Texas,2023-04-02,the archer
1934,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,9.0,AT&T Stadium,Texas,2023-04-01,the archer
1935,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,10.0,AT&T Stadium,Texas,2023-03-31,the archer
1936,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,11.0,Allegiant Stadium,Nevada,2023-03-25,the archer
1937,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,12.0,Allegiant Stadium,Nevada,2023-03-24,the archer
1938,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,13.0,State Farm Stadium,Arizona,2023-03-18,the archer
1939,the archer,normal song,Lover,0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,83.0,14.0,State Farm Stadium,Arizona,2023-03-17,the archer
1940,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,2.0,SoFi Stadium,California,2023-08-09,lavender haze
1941,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,3.0,SoFi Stadium,California,2023-08-08,lavender haze
1942,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,4.0,SoFi Stadium,California,2023-08-07,lavender haze
1943,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,5.0,SoFi Stadium,California,2023-08-05,lavender haze
1944,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,6.0,SoFi Stadium,California,2023-08-04,lavender haze
1945,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,7.0,SoFi Stadium,California,2023-08-03,lavender haze
1946,lavender haze,normal song,Midnights (The Til Dawn Edition),0.735,0.454,7.0,-10.516,0.0,0.0876,0.236,0.00113,0.133,0.0751,97.043,69.0,8.0,Levi's Stadium,California,2023-07-29,lavender haze
